,location,total_sqft,bath,price,bhk
519,Hosur Road,1175.0,2.0,85.1063829787234,3
525,KR Puram,1155.0,2.0,86.58008658008659,2
526,other,1200.0,2.0,83.33333333333333,1
527,Electronic City Phase II,1000.0,2.0,100.0,2
529,Rajiv Nagar,1867.0,3.0,53.56186395286556,3
530,Ramagondanahalli,1251.0,2.0,79.93605115907275,2
532,Arekere,1222.0,2.0,81.83306055646482,2
536,HSR Layout,1372.0,2.0,72.8862973760933,2
538,Mico Layout,5000.0,9.0,20.0,9
546,Uttarahalli,1286.0,2.0,77.76049766718506,2
547,Kammanahalli,2845.0,5.0,35.1493848857645,5
551,Munnekollal,1102.0,2.0,90.74410163339383,2
556,Chikkabanavar,950.0,2.0,105.26315789473684,2
557,Kanakpura Road,525.0,1.0,190.47619047619048,1
561,Bannerghatta Road,595.0,1.0,168.0672268907563,1
564,Bommasandra,1126.0,2.0,88.80994671403197,2
566,HRBR Layout,2000.0,4.0,50.0,4
572,Vittasandra,1404.0,2.0,71.22507122507122,2
575,Banashankari Stage III,1305.0,2.0,76.62835249042146,3
576,Marathahalli,1230.0,2.0,81.30081300813008,2
580,Gottigere,967.0,2.0,103.41261633919338,2
581,other,540.0,1.0,185.1851851851852,1
582,Hormavu,715.0,1.0,139.86013986013987,1
585,Mysore Road,1020.0,2.0,98.03921568627452,2
586,Jigani,1020.0,2.0,98.03921568627452,2
587,Koramangala,1253.0,2.0,79.80845969672785,2
589,Nehru Nagar,961.0,2.0,104.0582726326743,2
593,other,416.0,1.0,240.3846153846154,1
594,Sanjay nagar,1100.0,2.0,90.9090909090909,2
600,Konanakunte,2791.0,3.0,35.829451809387315,3
601,other,600.0,1.0,166.66666666666666,1
602,other,834.0,1.0,119.9040767386091,1
605,Malleshwaram,12000.0,7.0,8.333333333333334,7
606,Gottigere,891.0,2.0,112.2334455667789,2
607,Raja Rajeshwari Nagar,1133.0,2.0,88.261253309797,2
611,Vidyaranyapura,1200.0,2.0,83.33333333333333,2
613,Kaggadasapura,1140.0,2.0,87.71929824561404,2
615,other,2160.0,5.0,46.2962962962963,6
616,Raja Rajeshwari Nagar,1090.0,2.0,91.74311926605505,2
621,HRBR Layout,1374.0,2.0,72.7802037845706,2
623,Kanakapura,711.0,1.0,140.64697609001408,1
627,Kundalahalli,1030.0,2.0,97.0873786407767,2
628,Mysore Road,1200.0,2.0,83.33333333333333,2
630,Hegde Nagar,1050.0,1.0,95.23809523809524,2
632,Bellandur,1000.0,2.0,100.0,2
633,other,469.0,1.0,213.21961620469082,1
635,Kambipura,883.0,2.0,113.25028312570781,2
636,GM Palaya,1820.0,2.0,54.94505494505494,3
640,Mahadevpura,1225.0,2.0,81.63265306122449,2
642,Chikkalasandra,875.0,2.0,114.28571428571429,2
643,Jalahalli East,750.0,1.0,133.33333333333334,1
644,6th Phase JP Nagar,1180.0,2.0,84.7457627118644,2
645,Haralur Road,1194.0,2.0,83.75209380234506,2
650,Sarjapur,1128.0,2.0,88.65248226950355,2
658,Horamavu Agara,1200.0,2.0,83.33333333333333,2
659,Raja Rajeshwari Nagar,1260.0,2.0,79.36507936507937,2
667,Raja Rajeshwari Nagar,1141.0,2.0,87.64241893076249,2
676,other,600.0,1.0,166.66666666666666,1
681,OMBR Layout,2400.0,4.0,41.666666666666664,4
682,Marathahalli,1019.0,2.0,98.13542688910697,2
687,Lingadheeranahalli,1683.0,3.0,59.41770647653001,3
690,Bannerghatta Road,1380.0,3.0,72.46376811594203,4
691,Varthur Road,1083.0,2.0,92.33610341643583,2
692,other,600.0,2.0,166.66666666666666,2
698,Abbigere,985.0,2.0,101.5228426395939,2
699,Tindlu,1500.0,2.0,66.66666666666667,3
705,Electronic City Phase II,1090.0,2.0,91.74311926605505,2
708,Kammasandra,810.0,2.0,123.45679012345678,2
710,Hebbal,1337.0,2.0,74.79431563201197,2
718,7th Phase JP Nagar,1050.0,2.0,95.23809523809524,2
723,Budigere,1153.0,2.0,86.73026886383347,2
725,Parappana Agrahara,1200.0,3.0,83.33333333333333,4
728,Raja Rajeshwari Nagar,1200.0,4.0,83.33333333333333,4
730,Haralur Road,1202.0,2.0,83.19467554076539,2
733,Kaval Byrasandra,1020.0,2.0,98.03921568627452,2
734,Sarjapur,1185.0,2.0,84.38818565400844,2
735,Ramagondanahalli,1235.0,2.0,80.97165991902834,2
737,Banashankari,1077.0,2.0,92.85051067780873,2
741,other,425.0,1.0,235.2941176470588,1
746,Mahadevpura,1150.0,2.0,86.95652173913044,2
747,other,600.0,1.0,166.66666666666666,1
751,Hegde Nagar,1341.0,2.0,74.57121551081282,2
752,Jakkur,1279.0,2.0,78.18608287724786,2
756,Kudlu,1152.0,2.0,86.80555555555556,2
758,Hulimavu,1300.0,2.0,76.92307692307692,2
759,Varthur Road,2760.0,4.0,36.231884057971016,4
760,5th Phase JP Nagar,1070.0,2.0,93.45794392523365,2
761,Uttarahalli,1101.0,2.0,90.82652134423252,2
763,Yeshwanthpur,667.0,1.0,149.92503748125938,1
766,Kundalahalli,735.0,2.0,136.05442176870747,2
769,Marathahalli,1215.0,2.0,82.3045267489712,2
771,Vishwapriya Layout,820.0,2.0,121.95121951219512,2
777,Jalahalli,1694.0,2.0,59.031877213695395,2
780,Kammasandra,674.0,2.0,148.3679525222552,2
781,Kaggadasapura,1185.0,2.0,84.38818565400844,2
782,Thanisandra,445.0,1.0,224.7191011235955,1
786,Koramangala,1120.0,2.0,89.28571428571429,2
788,Vidyaranyapura,1200.0,4.0,83.33333333333333,4
791,Bannerghatta Road,1179.0,2.0,84.81764206955047,2
793,Kaggadasapura,1275.0,2.0,78.43137254901961,2
795,Kathriguppe,1400.0,2.0,71.42857142857143,3
796,Gottigere,1222.0,2.0,81.83306055646482,2
802,Haralur Road,1056.0,2.0,94.6969696969697,2
803,7th Phase JP Nagar,1100.0,2.0,90.9090909090909,2
804,Arekere,920.0,2.0,108.69565217391305,2
806,Padmanabhanagar,1176.0,2.0,85.03401360544218,2
812,Vittasandra,1246.0,2.0,80.25682182985554,2
813,Anandapura,1141.0,2.0,87.64241893076249,2
814,Hennur Road,1157.0,2.0,86.4304235090752,2
816,Yelahanka New Town,650.0,1.0,153.84615384615384,1
817,Hebbal,1349.0,2.0,74.12898443291327,2
822,Varthur,1091.0,2.0,91.6590284142988,2
824,7th Phase JP Nagar,918.0,2.0,108.93246187363835,2
829,Kanakpura Road,525.0,1.0,190.47619047619048,1
834,Vasanthapura,1022.0,2.0,97.84735812133073,2
835,Hebbal,1000.0,2.0,100.0,2
839,Nagarbhavi,1200.0,2.0,83.33333333333333,2
843,7th Phase JP Nagar,1040.0,2.0,96.15384615384616,2
844,Kadugodi,1198.0,2.0,83.47245409015025,2
845,other,1200.0,3.0,83.33333333333333,4
848,1st Block Jayanagar,1630.0,3.0,61.34969325153374,3
853,Brookefield,1142.0,2.0,87.56567425569177,2
858,Kasturi Nagar,1567.0,2.0,63.81620931716656,2
859,Talaghattapura,1090.0,2.0,91.74311926605505,2
863,Subramanyapura,1200.0,2.0,83.33333333333333,2
864,Kodichikkanahalli,995.0,2.0,100.50251256281408,2
865,Magadi Road,884.0,2.0,113.12217194570135,2
868,KR Puram,1225.0,2.0,81.63265306122449,2
870,Uttarahalli,1345.0,2.0,74.34944237918215,2
873,Raja Rajeshwari Nagar,1140.0,2.0,87.71929824561404,2
874,Battarahalli,1300.0,2.0,76.92307692307692,2
879,Hosur Road,1145.0,2.0,87.33624454148472,3
882,Electronic City Phase II,630.0,1.0,158.73015873015873,1
885,other,2500.0,6.0,40.0,7
888,Hosur Road,3300.0,5.0,30.303030303030305,5
889,Basaveshwara Nagar,4500.0,5.0,22.22222222222222,5
893,Ramamurthy Nagar,1050.0,2.0,95.23809523809524,2
896,7th Phase JP Nagar,1070.0,2.0,93.45794392523365,2
897,Varthur,1385.0,2.0,72.20216606498195,2
898,Varthur,1000.0,1.0,100.0,1
900,Magadi Road,1005.0,2.0,99.50248756218906,2
901,Green Glen Layout,1575.0,3.0,63.492063492063494,3
902,Subramanyapura,975.0,2.0,102.56410256410257,2
904,Kengeri Satellite Town,930.0,1.0,107.52688172043011,1
905,Kanakpura Road,525.0,1.0,190.47619047619048,1
906,other,686.0,1.0,145.7725947521866,1
907,Electronic City Phase II,2400.0,3.0,41.666666666666664,2
910,Harlur,1174.0,2.0,85.17887563884156,2
914,Jigani,918.0,2.0,108.93246187363835,2
915,Mahadevpura,1250.0,2.0,80.0,2
917,Marathahalli,1170.0,2.0,85.47008547008546,2
918,other,1300.0,1.0,76.92307692307692,1
919,Bannerghatta Road,793.0,2.0,126.10340479192938,2
923,other,1500.0,4.0,66.66666666666667,4
929,Konanakunte,884.0,1.0,113.12217194570135,2
930,Hosa Road,1045.0,2.0,95.69377990430623,2
931,Marathahalli,1019.0,2.0,98.13542688910697,2
932,Ambedkar Nagar,1935.0,4.0,51.679586563307495,3
939,Ramamurthy Nagar,1800.0,4.0,55.55555555555556,5
942,Attibele,400.0,1.0,250.0,1
943,Kundalahalli,1047.0,2.0,95.51098376313276,2
945,NGR Layout,1020.0,2.0,98.03921568627452,2
957,Raja Rajeshwari Nagar,1303.0,2.0,76.74597083653109,2
958,Koramangala,1005.0,1.0,99.50248756218906,2
964,Seegehalli,901.0,2.0,110.98779134295228,2
966,Sarjapur,900.0,2.0,111.11111111111111,3
967,BEML Layout,1060.0,2.0,94.33962264150944,2
968,NGR Layout,1020.0,2.0,98.03921568627452,2
970,other,530.0,1.0,188.67924528301887,1
974,Uttarahalli,1175.0,2.0,85.1063829787234,2
977,Ramamurthy Nagar,1640.0,4.0,60.97560975609756,5
978,Giri Nagar,650.0,2.0,153.84615384615384,2
979,Marathahalli,1325.0,2.0,75.47169811320755,2
982,Rachenahalli,1050.0,2.0,95.23809523809524,2
984,7th Phase JP Nagar,1190.0,2.0,84.03361344537815,2
985,Marathahalli,1220.0,2.0,81.9672131147541,2
989,Hosa Road,1161.0,2.0,86.13264427217915,2
991,other,2400.0,6.0,41.666666666666664,8
993,Yeshwanthpur,665.0,1.0,150.37593984962405,1
994,Mysore Road,1175.0,2.0,85.1063829787234,2
995,Hoodi,1425.0,2.0,70.17543859649123,2
996,Chikkabanavar,1200.0,1.0,83.33333333333333,1
997,ITPL,1200.0,3.0,83.33333333333333,3
998,Somasundara Palya,1255.0,2.0,79.6812749003984,2
1000,Raja Rajeshwari Nagar,600.0,1.0,166.66666666666666,1
1002,Indira Nagar,1200.0,2.0,83.33333333333333,2
1003,Harlur,1033.0,2.0,96.8054211035818,2
1004,ITPL,1548.0,3.0,64.59948320413437,3
1008,Margondanahalli,2400.0,2.0,41.666666666666664,2
1009,Pattandur Agrahara,1025.0,2.0,97.5609756097561,2
1012,5th Phase JP Nagar,1256.0,2.0,79.61783439490446,2
1016,Attibele,400.0,1.0,250.0,1
1022,Sahakara Nagar,1100.0,2.0,90.9090909090909,2
1025,Horamavu Banaswadi,1460.0,2.0,68.4931506849315,2
1027,HSR Layout,1467.0,2.0,68.1663258350375,2
1028,other,950.0,1.0,105.26315789473684,1
1029,Vittasandra,1246.0,2.0,80.25682182985554,2
1030,Kanakapura,711.0,1.0,140.64697609001408,1
1031,Haralur Road,1194.0,2.0,83.75209380234506,2
1034,Hoodi,1420.0,2.0,70.4225352112676,2
1035,Kathriguppe,1250.0,2.0,80.0,3
1036,Akshaya Nagar,1280.0,2.0,78.125,2
1039,other,1215.0,4.0,82.3045267489712,4
1042,other,1600.0,4.0,62.5,5
1049,Rachenahalli,1050.0,2.0,95.23809523809524,2
1050,Iblur Village,3235.0,3.0,30.91190108191654,3
1052,HSR Layout,1140.0,2.0,87.71929824561404,2
1055,JP Nagar,1100.0,2.0,90.9090909090909,2
1057,Hebbal,1036.0,2.0,96.52509652509653,2
1063,2nd Stage Nagarbhavi,3000.0,8.0,33.333333333333336,6
1067,Kanakapura,929.0,2.0,107.64262648008611,2
1068,2nd Stage Nagarbhavi,2400.0,8.0,41.666666666666664,6
1070,Vasanthapura,1135.0,2.0,88.10572687224669,2
1082,Ananth Nagar,500.0,1.0,200.0,1
1087,other,1200.0,4.0,83.33333333333333,4
1091,Jigani,918.0,2.0,108.93246187363835,2
1097,Jalahalli,3100.0,4.0,32.25806451612903,5
1100,other,750.0,1.0,133.33333333333334,1
1106,Haralur Road,1225.0,2.0,81.63265306122449,2
1113,Haralur Road,1243.0,2.0,80.45052292839904,2
1115,Haralur Road,1027.0,2.0,97.37098344693281,2
1117,Konanakunte,1637.0,3.0,61.08735491753207,3
1125,Kammanahalli,1666.0,4.0,60.024009603841534,5
1126,Choodasandra,1115.0,2.0,89.68609865470852,2
1127,Mysore Road,1070.0,2.0,93.45794392523365,2
1128,Indira Nagar,1128.0,2.0,88.65248226950355,2
1129,Budigere,1162.0,2.0,86.05851979345955,2
1131,Mahadevpura,1192.0,2.0,83.89261744966443,2
1133,Hennur,1255.0,2.0,79.6812749003984,2
1134,Rajaji Nagar,1357.0,2.0,73.69196757553426,2
1142,Kaikondrahalli,1039.0,2.0,96.24639076034649,2
1143,Vittasandra,1246.0,2.0,80.25682182985554,2
1147,Electronic City Phase II,775.0,2.0,129.03225806451613,2
1150,Bommasandra,1035.0,2.0,96.61835748792271,2
1154,Kodigehaali,1117.0,2.0,89.52551477170994,2
1155,KR Puram,1200.0,4.0,83.33333333333333,4
1156,EPIP Zone,1330.0,2.0,75.18796992481202,2
1159,Neeladri Nagar,1053.0,2.0,94.9667616334283,2
1160,Panathur,1198.0,2.0,83.47245409015025,2
1161,Marathahalli,1152.0,2.0,86.80555555555556,2
1163,Frazer Town,1625.0,2.0,61.53846153846154,2
1166,Kambipura,883.0,2.0,113.25028312570781,2
1167,Kaggalipura,700.0,1.0,142.85714285714286,1
1173,Rachenahalli,996.0,2.0,100.40160642570281,2
1179,Yelahanka,697.0,1.0,143.47202295552367,1
1180,Sarjapur  Road,710.0,1.0,140.8450704225352,1
1182,Sompura,1025.0,2.0,97.5609756097561,3
1184,Harlur,1200.0,4.0,83.33333333333333,4
1188,Bellandur,1281.0,2.0,78.06401249024199,2
1189,Cooke Town,565.0,1.0,176.99115044247787,1
1190,Varthur,1024.0,2.0,97.65625,2
1194,Doddakallasandra,1233.0,2.0,81.10300081103001,2
1195,other,1200.0,1.0,83.33333333333333,1
1197,Kaggalipura,950.0,2.0,105.26315789473684,2
1199,Uttarahalli,1008.0,2.0,99.2063492063492,2
1203,Yelenahalli,1200.0,2.0,83.33333333333333,2
1207,Chamrajpet,1475.0,2.0,67.79661016949153,3
1211,other,1560.0,5.0,64.1025641025641,5
1213,Kogilu,1170.0,2.0,85.47008547008546,2
1219,OMBR Layout,1078.0,2.0,92.7643784786642,2
1221,Kasavanhalli,1349.0,2.0,74.12898443291327,2
1224,Rayasandra,1314.0,2.0,76.10350076103501,3
1225,Garudachar Palya,1060.0,2.0,94.33962264150944,2
1226,Kalyan nagar,820.0,2.0,121.95121951219512,2
1231,ITPL,1200.0,3.0,83.33333333333333,3
1235,Yelahanka New Town,500.0,1.0,200.0,1
1236,other,485.0,1.0,206.18556701030928,1
1237,7th Phase JP Nagar,1050.0,2.0,95.23809523809524,2
1242,Uttarahalli,1150.0,2.0,86.95652173913044,2
1248,Ramamurthy Nagar,1040.0,2.0,96.15384615384616,2
1249,TC Palaya,1240.0,2.0,80.64516129032258,2
1251,Lakshminarayana Pura,1180.0,2.0,84.7457627118644,2
1252,Abbigere,2200.0,6.0,45.45454545454545,6
1253,Bannerghatta Road,1400.0,2.0,71.42857142857143,2
1254,Raja Rajeshwari Nagar,500.0,1.0,200.0,1
1270,Jigani,924.0,2.0,108.22510822510823,2
1272,Pai Layout,1006.0,2.0,99.40357852882704,2
1273,Amruthahalli,1200.0,2.0,83.33333333333333,2
1276,Kannamangala,957.0,2.0,104.4932079414838,2
1283,Electronics City Phase 1,630.0,1.0,158.73015873015873,1
1289,Mysore Road,1239.0,2.0,80.71025020177562,2
1290,Haralur Road,1194.0,2.0,83.75209380234506,2
1292,Channasandra,1009.0,2.0,99.10802775024777,2
1295,Banashankari Stage V,1300.0,2.0,76.92307692307692,3
1298,Binny Pete,665.0,1.0,150.37593984962405,1
1299,Chamrajpet,4050.0,7.0,24.691358024691358,9
1302,Old Airport Road,3356.0,4.0,29.797377830750893,4
1305,Begur,1419.0,2.0,70.47216349541931,3
1306,Kasavanhalli,1121.0,2.0,89.20606601248885,2
1308,KR Puram,1100.0,2.0,90.9090909090909,2
1312,Old Airport Road,1206.0,2.0,82.91873963515755,2
1319,Rachenahalli,680.0,1.0,147.05882352941177,1
1326,Bommanahalli,1200.0,2.0,83.33333333333333,2
1328,Haralur Road,1140.0,2.0,87.71929824561404,2
1329,Raja Rajeshwari Nagar,1143.0,2.0,87.48906386701663,2
1332,7th Phase JP Nagar,980.0,2.0,102.04081632653062,2
1339,JP Nagar,940.0,2.0,106.38297872340425,2
1348,Kathriguppe,1650.0,3.0,60.60606060606061,3
1349,KR Puram,1200.0,2.0,83.33333333333333,2
1350,Hosa Road,1079.0,2.0,92.67840593141798,2
1351,Panathur,1085.0,2.0,92.16589861751152,2
1356,Thubarahalli,1200.0,2.0,83.33333333333333,2
1357,Benson Town,3200.0,4.0,31.25,3
1362,Old Madras Road,935.0,2.0,106.95187165775401,2
1363,Thanisandra,510.0,1.0,196.07843137254903,1
1368,2nd Phase Judicial Layout,1450.0,2.0,68.96551724137932,3
